placekey,parent_placekey,safegraph_brand_ids,location_name,brands,store_id,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,websites,geometry_type,polygon_wkt,polygon_class,enclosed,phone_number,is_synthetic,includes_parking_lot,iso_country_code,wkt_area_sq_meters,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,normalized_visits_by_total_visits,normalized_visits_by_total_visitors
225-223@62j-sj5-w6k,223-224@62j-sj5-yqf,SG_BRAND_87b52f7d201822f23c1015f8e9beb4b1,Five Guys,Five Guys,1421,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.394055,-71.042416,158 Everett Ave,Chelsea,MA,2150,"{ """"""""Mon"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Tue"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Wed"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Thu"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Fri"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sat"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sun"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]] }","Burgers,Counter Service,Dinner,Lunch",,,2019-07,fiveguys.com,POLYGON,"POLYGON ((-71.04250483156744 42.39413304146354, -71.04236837418381 42.39421004800033, -71.04224921617839 42.39409597397497, -71.04238743511218 42.39401772924798, -71.04250483156744 42.39413304146354))",SHARED_POLYGON,FALSE,16174660651,FALSE,FALSE,US,228,01-04-2024 05:00,08-04-2024 05:00,37,35,"[5,7,7,6,6,6,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2.50252E+11,"{""""""""250173103003"""""""":21}","{""""""""25017310300"""""""":21}","{""""""""250173103003"""""""":21}","{""""""""US"""""""":21}",NA,13,"{ """"""""<5"""""""":29, """"""""5-20"""""""":3, """"""""21-60"""""""":1, """"""""61-240"""""""":1, """""""">240"""""""":0}","{""""""""GNC (General Nutrition Centers)"""""""":14,""""""""T.J. Maxx"""""""":14,""""""""Market Basket"""""""":8,""""""""Sprint"""""""":7,""""""""Advance Auto Parts"""""""":5,""""""""Dunkin'"""""""":5,""""""""Visiting Angels"""""""":5,""""""""Walmart"""""""":5,""""""""Walmart Pharmacy"""""""":5,""""""""HomeGoods"""""""":3,""""""""Honey Dew Donuts"""""""":3,""""""""Jackson Hewitt Tax Service"""""""":3,""""""""Sparkling Image Car Wash"""""""":3,""""""""Speedway"""""""":3,""""""""Starbucks"""""""":3,""""""""T-Mobile"""""""":3,""""""""Walmart Auto Care Center"""""""":3,""""""""Walmart Photo Center"""""""":3,""""""""7-Eleven"""""""":1}","{""""""""T.J. Maxx"""""""":17,""""""""Dunkin'"""""""":15,""""""""GNC (General Nutrition Centers)"""""""":15,""""""""Market Basket"""""""":12,""""""""Mass General Brigham"""""""":8,""""""""Sprint"""""""":8,""""""""Walmart"""""""":8,""""""""Walmart Pharmacy"""""""":8,""""""""CVS"""""""":7,""""""""Citizens Bank"""""""":7,""""""""Jackson Hewitt Tax Service"""""""":7,""""""""McDonald's"""""""":7,""""""""Shell Oil"""""""":7,""""""""Sparkling Image Car Wash"""""""":7,""""""""Visiting Angels"""""""":7,""""""""Advance Auto Parts"""""""":5,""""""""BJ's Wholesale Club"""""""":5,""""""""Bank of America"""""""":5,""""""""CVS Pharmacy"""""""":5}","{""""""""android"""""""":16,""""""""ios"""""""":11}",466,0.000595555,0.001202574,1.01E-05,0.0001815
223-223@62j-she-tsq,,SG_BRAND_87b52f7d201822f23c1015f8e9beb4b1,Five Guys,Five Guys,1691,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.310596,-71.214434,215 Needham St,Newton,MA,2464,"{ """"""""Mon"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Tue"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Wed"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Thu"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Fri"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sat"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sun"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]] }","Burgers,Counter Service,Dinner,Lunch",,,2019-07,fiveguys.com,POLYGON,"POLYGON ((-71.21444743010238 42.31048758627468, -71.2145318240074 42.31051523638339, -71.21442045164315 42.310704751433725, -71.21433596205918 42.310676982317105, -71.21444743010238 42.31048758627468))",OWNED_POLYGON,FALSE,16173325555,FALSE,FALSE,US,174,01-04-2024 05:00,08-04-2024 05:00,48,46,"[8,8,7,6,7,6,6]","[0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0]",2.50174E+11,"{""""""""250092084003"""""""":15,""""""""360210019002"""""""":15}","{""""""""36021001900"""""""":15,""""""""25009208400"""""""":15}","{""""""""250092084003"""""""":15,""""""""360210019002"""""""":15}","{""""""""US"""""""":29}",NA,7,"{ """"""""<5"""""""":33, """"""""5-20"""""""":11, """"""""21-60"""""""":1, """"""""61-240"""""""":1, """""""">240"""""""":0}","{""""""""Citizens Bank"""""""":11,""""""""MassMututal"""""""":9,""""""""Stop & Shop"""""""":9,""""""""Weight Watchers"""""""":9,""""""""Cellular Sales"""""""":7,""""""""F45 Training"""""""":7,""""""""GolfTec"""""""":7,""""""""Lakeshore Learning Materials"""""""":7,""""""""Massage Envy"""""""":7,""""""""McDonald's"""""""":7,""""""""PetSmart"""""""":7,""""""""The Men's Wearhouse"""""""":7,""""""""Bank of America"""""""":5,""""""""Michaels Stores"""""""":5,""""""""Mobil"""""""":5,""""""""Subway"""""""":5,""""""""7-Eleven"""""""":3,""""""""AAA / CAA"""""""":3,""""""""Ace Hardware"""""""":3}","{""""""""Dunkin'"""""""":20,""""""""Weight Watchers"""""""":16,""""""""CVS"""""""":14,""""""""East Boston Savings Bank"""""""":14,""""""""Pearle Vision"""""""":14,""""""""Santander Bank"""""""":14,""""""""CVS Pharmacy"""""""":12,""""""""Citizens Bank"""""""":12,""""""""McDonald's"""""""":12,""""""""Simon mall"""""""":12,""""""""Bank of America"""""""":11,""""""""Chipotle Mexican Grill"""""""":11,""""""""F45 Training"""""""":11,""""""""Gentle Dental of New England"""""""":11,""""""""Mobil"""""""":11,""""""""One Medical"""""""":11,""""""""Subway"""""""":11,""""""""Walgreens Pharmacy"""""""":11,""""""""Cellular Sales"""""""":9}","{""""""""android"""""""":18,""""""""ios"""""""":13}",611,0.000794833,0.001599505,1.36E-05,0.000242464
zzw-222@62k-p9p-2rk,222-22b@62k-p9n-sh5,SG_BRAND_87b52f7d201822f23c1015f8e9beb4b1,Five Guys,Five Guys,1816,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.251735,-71.003021,1250 Hancock St,Quincy,MA,2169,"{ """"""""Mon"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Tue"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Wed"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Thu"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Fri"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sat"""""""": [], """"""""Sun"""""""": [] }","Burgers,Counter Service,Dinner,Lunch",,,2019-07,fiveguys.com,POLYGON,"POLYGON ((-71.0029015988299 42.25165610771282, -71.00325028600183 42.25172559554077, -71.00320737065759 42.25183876126814, -71.0028479546496 42.25176927356486, -71.0029015988299 42.25165610771282))",OWNED_POLYGON,TRUE,16174818635,FALSE,FALSE,US,398,01-04-2024 05:00,08-04-2024 05:00,70,55,"[10,13,10,10,9,8,10]","[0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,2,1,2,0,0,0,0,0]",2.50214E+11,"{""""""""250214179022"""""""":7,""""""""250214177014"""""""":4,""""""""250214201004"""""""":4,""""""""250259812021"""""""":4,""""""""250214180021"""""""":4}","{""""""""25021417701"""""""":26,""""""""25021417902"""""""":7,""""""""25021418002"""""""":4,""""""""25021420100"""""""":4,""""""""25025981202"""""""":4}","{""""""""250214177013"""""""":52,""""""""250214180021"""""""":4,""""""""250251007002"""""""":4,""""""""250214201004"""""""":4,""""""""250250701011"""""""":4,""""""""250214177014"""""""":4,""""""""250214179022"""""""":4}","{""""""""US"""""""":22}",NA,7,"{ """"""""<5"""""""":54, """"""""5-20"""""""":5, """"""""21-60"""""""":5, """"""""61-240"""""""":1, """""""">240"""""""":2}","{""""""""Dunkin'"""""""":55,""""""""Barnes and Noble College"""""""":17,""""""""McDonald's"""""""":14,""""""""Citizens Bank"""""""":13,""""""""CVS"""""""":12,""""""""CVS Pharmacy"""""""":12,""""""""Weight Watchers"""""""":11,""""""""Clover Food Lab"""""""":10,""""""""tavern in the square"""""""":8,""""""""Auntie Anne's"""""""":7,""""""""Carvel"""""""":7,""""""""Starbucks"""""""":7,""""""""Walgreens Pharmacy"""""""":7,""""""""Edible Arrangements"""""""":6,""""""""Marylou's Coffe"""""""":6,""""""""East Boston Savings Bank"""""""":5,""""""""Mass General Brigham"""""""":5,""""""""Regus"""""""":5,""""""""Rockland Trust"""""""":5}","{""""""""Dunkin'"""""""":55,""""""""CVS Pharmacy"""""""":24,""""""""Citizens Bank"""""""":24,""""""""CVS"""""""":21,""""""""Barnes and Noble College"""""""":20,""""""""McDonald's"""""""":20,""""""""Clover Food Lab"""""""":18,""""""""Starbucks"""""""":18,""""""""Weight Watchers"""""""":16,""""""""Stop & Shop"""""""":15,""""""""Walgreens Pharmacy"""""""":13,""""""""East Boston Savings Bank"""""""":12,""""""""Marylou's Coffe"""""""":11,""""""""Regus"""""""":11,""""""""Rockland Trust"""""""":11,""""""""Simon mall"""""""":11,""""""""tavern in the square"""""""":11,""""""""Auntie Anne's"""""""":10,""""""""Tatte Bakery"""""""":10}","{""""""""android"""""""":20,""""""""ios"""""""":12}",891,0.001168159,0.002347044,2.00E-05,0.000354138
zzw-223@62j-sj4-6kz,,SG_BRAND_87b52f7d201822f23c1015f8e9beb4b1,Five Guys,Five Guys,1576,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.342253,-71.086154,263 Huntington Ave,Boston,MA,2115,"{ """"""""Mon"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Tue"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Wed"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Thu"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Fri"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sat"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]], """"""""Sun"""""""": [[""""""""11:00"""""""", """"""""22:00""""""""]] }","Burgers,Counter Service,Dinner,Lunch",,,2019-07,fiveguys.com,POLYGON,"POLYGON ((-71.08579230699996 42.34318264700005, -71.08523173499998 42.34281647500006, -71.08532322599996 42.34274140100007, -71.08529588099998 42.34272353800003, -71.08661942399993 42.34163745400008, -71.08693388999995 42.34184286500005, -71.08589091699997 42.34269872300007, -71.08616436699998 42.342877341000076, -71.08579230699996 42.34318264700005))",SHARED_POLYGON,FALSE,16179363657,FALSE,FALSE,US,7341,01-04-2024 05:00,08-04-2024 05:00,590,408,"[93,96,50,84,89,113,65]","[0,0,5,5,0,0,0,5,11,0,11,6,0,9,14,15,19,14,19,19,10,11,9,16,0,0,0,0,0,0,5,6,6,10,11,11,11,10,15,15,11,0,13,30,16,6,6,0,0,0,0,0,0,0,0,0,0,9,9,9,9,17,17,9,17,17,17,25,18,0,0,0,0,0,0,0,0,0,0,0,6,5,10,17,6,6,6,5,21,21,21,27,22,12,5,0,0,4,0,0,0,0,4,5,5,13,4,5,13,18,18,18,10,20,13,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,17,27,64,28,23,13,0,6,0,0,0,0,0,0,5,14,6,0,0,0,13,23,24,23,24,19,10,15,5,0,0]",2.5025E+11,"{""""""""250250104041"""""""":77,""""""""250250104051"""""""":50,""""""""250250104042"""""""":22,""""""""250250106001"""""""":19,""""""""250250806011"""""""":19,""""""""250250104053"""""""":13,""""""""250250102031"""""""":10,""""""""250173371023"""""""":7,""""""""250158203005"""""""":7,""""""""250250809001"""""""":7,""""""""250173571004"""""""":7,""""""""250173532002"""""""":7,""""""""250250201013"""""""":7,""""""""250250819001"""""""":7,""""""""250235202023"""""""":7,""""""""250250103001"""""""":7,""""""""250158214004"""""""":7,""""""""250251803012"""""""":7,""""""""250251708002"""""""":7,""""""""250250008032"""""""":4,""""""""360670166002"""""""":4,""""""""250235421013"""""""":4,""""""""250173114004"""""""":4,""""""""250214563022"""""""":4,""""""""120990054113"""""""":4,""""""""250214203024"""""""":4,""""""""250250002012"""""""":4,""""""""250214121001"""""""":4,""""""""250250810014"""""""":4,""""""""261635644011"""""""":4,""""""""250250810012"""""""":4,""""""""250173821005"""""""":4,""""""""250250102032"""""""":4,""""""""250250104052"""""""":4,""""""""250039131005"""""""":4,""""""""250250809002"""""""":4,""""""""250092201013"""""""":4,""""""""340270462011"""""""":4,""""""""250214177014"""""""":4,""""""""250250907004"""""""":4,""""""""250092091005"""""""":4,""""""""250010112003"""""""":4,""""""""250250706002"""""""":4,""""""""250250703001"""""""":4,""""""""250092041022"""""""":4,""""""""250173391003"""""""":4,""""""""250250105001"""""""":4,""""""""250277163003"""""""":4,""""""""250056424003"""""""":4,""""""""250250811001"""""""":4,""""""""250250108021"""""""":4}","{""""""""25025010404"""""""":109,""""""""25025010405"""""""":87,""""""""25025010600"""""""":28,""""""""25025080601"""""""":22,""""""""25025010203"""""""":13,""""""""25025080900"""""""":10,""""""""25025081001"""""""":7,""""""""25017357100"""""""":7,""""""""25015820300"""""""":7,""""""""25023520202"""""""":7,""""""""25025180301"""""""":7,""""""""25017353200"""""""":7,""""""""25025010300"""""""":7,""""""""25025170800"""""""":7,""""""""25025020101"""""""":7,""""""""25025081900"""""""":7,""""""""25015821400"""""""":7,""""""""25017337102"""""""":7,""""""""25017339100"""""""":4,""""""""25025010802"""""""":4,""""""""25025081100"""""""":4,""""""""25021456302"""""""":4,""""""""25025000803"""""""":4,""""""""25021417701"""""""":4,""""""""12099005411"""""""":4,""""""""25023542101"""""""":4,""""""""34027046201"""""""":4,""""""""25005642400"""""""":4,""""""""25025090700"""""""":4,""""""""25025010500"""""""":4,""""""""25025000201"""""""":4,""""""""25003913100"""""""":4,""""""""25021420302"""""""":4,""""""""26163564401"""""""":4,""""""""25025070600"""""""":4,""""""""25025070300"""""""":4,""""""""25017382100"""""""":4,""""""""25009209100"""""""":4,""""""""36067016600"""""""":4,""""""""25009220101"""""""":4,""""""""25027716300"""""""":4,""""""""25001011200"""""""":4,""""""""25009204102"""""""":4,""""""""25021412100"""""""":4,""""""""25017311400"""""""":4}","{""""""""250250104051"""""""":65,""""""""250250104041"""""""":47,""""""""250250106001"""""""":25,""""""""250250806011"""""""":22,""""""""250250203011"""""""":10,""""""""250250104042"""""""":10,""""""""250173531022"""""""":7,""""""""250235202023"""""""":7,""""""""250250104053"""""""":7,""""""""250092683003"""""""":7,""""""""250250809001"""""""":7,""""""""250250104043"""""""":7,""""""""250251803012"""""""":7,""""""""250173571004"""""""":7,""""""""250251708002"""""""":7,""""""""250173371023"""""""":7,""""""""250250703001"""""""":7,""""""""250250104052"""""""":7,""""""""250214121001"""""""":4,""""""""250173837002"""""""":4,""""""""250235422001"""""""":4,""""""""250039131005"""""""":4,""""""""250251007002"""""""":4,""""""""250250105001"""""""":4,""""""""250250810014"""""""":4,""""""""250173391003"""""""":4,""""""""250250711011"""""""":4,""""""""250250002012"""""""":4,""""""""250250101033"""""""":4,""""""""250250819001"""""""":4,""""""""250250404012"""""""":4,""""""""250214012001"""""""":4,""""""""250158205006"""""""":4,""""""""360610042002"""""""":4,""""""""250158214004"""""""":4,""""""""261635644011"""""""":4,""""""""250173502004"""""""":4,""""""""250250103002"""""""":4,""""""""250250102032"""""""":4,""""""""250250811001"""""""":4,""""""""250010112003"""""""":4,""""""""250158204001"""""""":4,""""""""250173537004"""""""":4,""""""""360670166002"""""""":4,""""""""120990054113"""""""":4,""""""""250092041022"""""""":4,""""""""250092091005"""""""":4,""""""""250214203025"""""""":4,""""""""250251201051"""""""":4,""""""""340270462011"""""""":4,""""""""250158203005"""""""":4}","{""""""""US"""""""":232}",NA,84,"{ """"""""<5"""""""":312, """"""""5-20"""""""":44, """"""""21-60"""""""":36, """"""""61-240"""""""":109, """""""">240"""""""":86}","{""""""""Dunkin'"""""""":129,""""""""CVS Pharmacy"""""""":100,""""""""Chase"""""""":82,""""""""CVS"""""""":78,""""""""Starbucks"""""""":70,""""""""Subway"""""""":68,""""""""Legal Sea Foods"""""""":59,""""""""Tatte Bakery"""""""":59,""""""""Clover Food Lab"""""""":57,""""""""Simon mall"""""""":55,""""""""Victoria's Secret"""""""":55,""""""""Blick Art Materials"""""""":54,""""""""Tiffany & Co."""""""":53,""""""""Untuck It"""""""":51,""""""""Breguet"""""""":50,""""""""Kung Fu Tea"""""""":50,""""""""Saint Laurent"""""""":50,""""""""Tommy Bahama"""""""":50,""""""""Citizens Bank"""""""":48}","{""""""""Dunkin'"""""""":237,""""""""CVS Pharmacy"""""""":205,""""""""CVS"""""""":170,""""""""Starbucks"""""""":133,""""""""Chase"""""""":124,""""""""Subway"""""""":123,""""""""Citizens Bank"""""""":122,""""""""Tatte Bakery"""""""":122,""""""""Clover Food Lab"""""""":113,""""""""Legal Sea Foods"""""""":111,""""""""Simon mall"""""""":106,""""""""Victoria's Secret"""""""":102,""""""""B.GOOD"""""""":96,""""""""Tiffany & Co."""""""":95,""""""""Untuck It"""""""":92,""""""""Saint Laurent"""""""":90,""""""""Tommy Bahama"""""""":90,""""""""7-Eleven"""""""":89,""""""""Breguet"""""""":89}","{""""""""android"""""""":96,""""""""ios"""""""":76}",7628,0.009710509,0.019600279,0.000168327,0.003005225
223-222@62j-shz-3kf,,SG_BRAND_87b52f7d201822f23c1015f8e9beb4b1,Five Guys,Five Guys,1539,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.354455,-71.058657,58 Summer St,Boston,MA,2110,"{ """"""""Mon"""""""": [[""""""""7:00"""""""", """"""""22:00""""""""]], """"""""Tue"""""""": [[""""""""7:00"""""""", """"""""22:00""""""""]], """"""""Wed"""""""": [[""""""""7:00"""""""", """"""""22:00""""""""]], """"""""Thu"""""""": [[""""""""7:00"""""""", """"""""22:00""""""""]], """"""""Fri"""""""": [[""""""""7:00"""""""", """"""""22:00""""""""]], """"""""Sat"""""""": [[""""""""8:00"""""""", """"""""22:00""""""""]], """"""""Sun"""""""": [[""""""""8:00"""""""", """"""""22:00""""""""]] }","Burgers,Counter Service,Dinner,Lunch",,,2019-07,fiveguys.com,POLYGON,"POLYGON ((-71.05880902704156 42.35437716922166, -71.05860932316463 42.35455192356807, -71.05852416302841 42.354496919559175, -71.05852718051355 42.354480319240736, -71.05854360904377 42.3544686742386, -71.05853086855095 42.35446049795923, -71.05855500843208 42.35445628593609, -71.05858853604477 42.354427545064894, -71.05857747193258 42.35442060761127, -71.05862423160895 42.35438228181166, -71.05863697210177 42.354389219269514, -71.05865708866938 42.35437360998826, -71.05865205952747 42.354357752936615, -71.05871164027697 42.35430721125597, -71.05880902704156 42.35437716922166))",OWNED_POLYGON,FALSE,16174822245,FALSE,FALSE,US,276,01-04-2024 05:00,08-04-2024 05:00,44,30,"[6,7,6,6,6,7,6]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0]",2.50251E+11,"{""""""""250235062042"""""""":4,""""""""250250904001"""""""":4,""""""""360594063001"""""""":4,""""""""250173125023"""""""":4}","{""""""""25025090400"""""""":4,""""""""36059406300"""""""":4,""""""""25017312502"""""""":4,""""""""25023506204"""""""":4}","{""""""""250250701018"""""""":7,""""""""360593028001"""""""":4,""""""""250173123003"""""""":4}","{""""""""US"""""""":14}",NA,370,"{ """"""""<5"""""""":21, """"""""5-20"""""""":3, """"""""21-60"""""""":1, """"""""61-240"""""""":1, """""""">240"""""""":16}","{""""""""Dunkin'"""""""":23,""""""""CVS Pharmacy"""""""":17,""""""""Citizens Bank"""""""":17,""""""""CVS"""""""":16,""""""""East Boston Savings Bank"""""""":15,""""""""Regus"""""""":15,""""""""Rockland Trust"""""""":15,""""""""Manpower"""""""":14,""""""""Clover Food Lab"""""""":11,""""""""Tatte Bakery"""""""":10,""""""""WeWork"""""""":10,""""""""Juice Press"""""""":8,""""""""Starbucks"""""""":8,""""""""Wendy's"""""""":8,""""""""Cathay Bank"""""""":7,""""""""Costa Coffee"""""""":7,""""""""Equinox Fitness Clubs"""""""":7,""""""""sweetgreen"""""""":6,""""""""FedEx"""""""":5}","{""""""""Dunkin'"""""""":27,""""""""CVS Pharmacy"""""""":23,""""""""CVS"""""""":22,""""""""Citizens Bank"""""""":22,""""""""Regus"""""""":19,""""""""Rockland Trust"""""""":18,""""""""East Boston Savings Bank"""""""":17,""""""""Manpower"""""""":16,""""""""WeWork"""""""":16,""""""""Clover Food Lab"""""""":15,""""""""Starbucks"""""""":15,""""""""Tatte Bakery"""""""":14,""""""""Juice Press"""""""":12,""""""""McDonald's"""""""":12,""""""""Costa Coffee"""""""":11,""""""""Equinox Fitness Clubs"""""""":11,""""""""Wendy's"""""""":11,""""""""7-Eleven"""""""":10,""""""""Bank of America"""""""":10}","{""""""""android"""""""":8,""""""""ios"""""""":8}",565,0.000730067,0.001468687,1.26E-05,0.000223367
